Ortho_No	Organism1	LncRNA1	LncRNA_Id1	Organism2	LncRNA2
Ortho19676	Human	TCONS_00080957	hsa_TCONS_00080957	Gorilla	TCONS_00035811
Ortho19677	Human	TCONS_00083296	hsa_TCONS_00083296	Gorilla	TCONS_00035811
Ortho19678	Human	TCONS_00083402	hsa_TCONS_00083402	Gorilla	TCONS_00035851
Ortho19679	Human	TCONS_00083584	hsa_TCONS_00083584	Gorilla	TCONS_00035931
Ortho19680	Human	TCONS_00083587	hsa_TCONS_00083587	Gorilla	TCONS_00035931
Ortho19681	Human	TCONS_00032595	hsa_TCONS_00032595	Gorilla	TCONS_00035985
Ortho19682	Human	TCONS_00032595	hsa_TCONS_00032595	Gorilla	TCONS_00035986
Ortho19683	Human	TCONS_00083722	hsa_TCONS_00083722	Gorilla	TCONS_00035989
Ortho19684	Human	TCONS_00024566	hsa_TCONS_00024566	Gorilla	TCONS_00036011
Ortho19685	Human	TCONS_00083816	hsa_TCONS_00083816	Gorilla	TCONS_00036035
Ortho19686	Human	TCONS_00083817	hsa_TCONS_00083817	Gorilla	TCONS_00036035
Ortho19687	Human	TCONS_00083818	hsa_TCONS_00083818	Gorilla	TCONS_00036036
Ortho19688	Human	TCONS_00083819	hsa_TCONS_00083819	Gorilla	TCONS_00036036
Ortho19689	Human	TCONS_00083820	hsa_TCONS_00083820	Gorilla	TCONS_00036036
Ortho19690	Human	TCONS_00083818	hsa_TCONS_00083818	Gorilla	TCONS_00036037
Ortho19691	Human	TCONS_00083819	hsa_TCONS_00083819	Gorilla	TCONS_00036037
Ortho19692	Human	TCONS_00083820	hsa_TCONS_00083820	Gorilla	TCONS_00036037
Ortho19693	Human	TCONS_00083818	hsa_TCONS_00083818	Gorilla	TCONS_00036038
Ortho19694	Human	TCONS_00083819	hsa_TCONS_00083819	Gorilla	TCONS_00036038
Ortho19695	Human	TCONS_00083820	hsa_TCONS_00083820	Gorilla	TCONS_00036038
Ortho19696	Human	TCONS_00081777	hsa_TCONS_00081777	Gorilla	TCONS_00036127
Ortho19697	Human	TCONS_00084047	hsa_TCONS_00084047	Gorilla	TCONS_00036127
Ortho19698	Human	TCONS_00081822	hsa_TCONS_00081822	Gorilla	TCONS_00036162
Ortho19699	Human	TCONS_00084252	hsa_TCONS_00084252	Gorilla	TCONS_00036211
Ortho19700	Human	TCONS_00084266	hsa_TCONS_00084266	Gorilla	TCONS_00036215
Ortho19701	Human	TCONS_00084326	hsa_TCONS_00084326	Gorilla	TCONS_00036245
Ortho19702	Human	TCONS_00084352	hsa_TCONS_00084352	Gorilla	TCONS_00036266
Ortho19703	Human	TCONS_00084354	hsa_TCONS_00084354	Gorilla	TCONS_00036266
Ortho19704	Human	TCONS_00084355	hsa_TCONS_00084355	Gorilla	TCONS_00036266
Ortho19705	Human	TCONS_00084388	hsa_TCONS_00084388	Gorilla	TCONS_00036284
Ortho19706	Human	TCONS_00084463	hsa_TCONS_00084463	Gorilla	TCONS_00036314
Ortho19707	Human	TCONS_00084482	hsa_TCONS_00084482	Gorilla	TCONS_00036323
Ortho19708	Human	TCONS_00101040	hsa_TCONS_00101040	Gorilla	TCONS_00036325
Ortho19709	Human	TCONS_00084619	hsa_TCONS_00084619	Gorilla	TCONS_00036379
Ortho19710	Human	TCONS_00084620	hsa_TCONS_00084620	Gorilla	TCONS_00036379
Ortho19711	Human	TCONS_00084621	hsa_TCONS_00084621	Gorilla	TCONS_00036379
Ortho19712	Human	TCONS_00084622	hsa_TCONS_00084622	Gorilla	TCONS_00036379
Ortho19713	Human	TCONS_00084714	hsa_TCONS_00084714	Gorilla	TCONS_00036429
Ortho19714	Human	TCONS_00084787	hsa_TCONS_00084787	Gorilla	TCONS_00036460
Ortho19715	Human	TCONS_00084944	hsa_TCONS_00084944	Gorilla	TCONS_00036519
Ortho19716	Human	TCONS_00084945	hsa_TCONS_00084945	Gorilla	TCONS_00036519
Ortho19717	Human	TCONS_00084946	hsa_TCONS_00084946	Gorilla	TCONS_00036519
Ortho19718	Human	TCONS_00084947	hsa_TCONS_00084947	Gorilla	TCONS_00036519
Ortho19719	Human	TCONS_00084950	hsa_TCONS_00084950	Gorilla	TCONS_00036519
Ortho19720	Human	TCONS_00084951	hsa_TCONS_00084951	Gorilla	TCONS_00036519
Ortho19721	Human	TCONS_00084952	hsa_TCONS_00084952	Gorilla	TCONS_00036519
Ortho19722	Human	TCONS_00084944	hsa_TCONS_00084944	Gorilla	TCONS_00036520
Ortho19723	Human	TCONS_00084945	hsa_TCONS_00084945	Gorilla	TCONS_00036520
Ortho19724	Human	TCONS_00084946	hsa_TCONS_00084946	Gorilla	TCONS_00036520
Ortho19725	Human	TCONS_00084947	hsa_TCONS_00084947	Gorilla	TCONS_00036520
Ortho19726	Human	TCONS_00084950	hsa_TCONS_00084950	Gorilla	TCONS_00036520
Ortho19727	Human	TCONS_00084951	hsa_TCONS_00084951	Gorilla	TCONS_00036520
Ortho19728	Human	TCONS_00084952	hsa_TCONS_00084952	Gorilla	TCONS_00036520
Ortho19729	Human	TCONS_00084944	hsa_TCONS_00084944	Gorilla	TCONS_00036521
Ortho19730	Human	TCONS_00084945	hsa_TCONS_00084945	Gorilla	TCONS_00036521
Ortho19731	Human	TCONS_00084946	hsa_TCONS_00084946	Gorilla	TCONS_00036521
Ortho19732	Human	TCONS_00084947	hsa_TCONS_00084947	Gorilla	TCONS_00036521
Ortho19733	Human	TCONS_00084950	hsa_TCONS_00084950	Gorilla	TCONS_00036521
Ortho19734	Human	TCONS_00084951	hsa_TCONS_00084951	Gorilla	TCONS_00036521
Ortho19735	Human	TCONS_00084952	hsa_TCONS_00084952	Gorilla	TCONS_00036521
Ortho19736	Human	TCONS_00084944	hsa_TCONS_00084944	Gorilla	TCONS_00036522
Ortho19737	Human	TCONS_00084945	hsa_TCONS_00084945	Gorilla	TCONS_00036522
Ortho19738	Human	TCONS_00084946	hsa_TCONS_00084946	Gorilla	TCONS_00036522
Ortho19739	Human	TCONS_00084947	hsa_TCONS_00084947	Gorilla	TCONS_00036522
Ortho19740	Human	TCONS_00084950	hsa_TCONS_00084950	Gorilla	TCONS_00036522
Ortho19741	Human	TCONS_00084951	hsa_TCONS_00084951	Gorilla	TCONS_00036522
Ortho19742	Human	TCONS_00084952	hsa_TCONS_00084952	Gorilla	TCONS_00036522
Ortho19743	Human	TCONS_00085013	hsa_TCONS_00085013	Gorilla	TCONS_00036546
Ortho19744	Human	TCONS_00085016	hsa_TCONS_00085016	Gorilla	TCONS_00036546
Ortho19745	Human	TCONS_00085018	hsa_TCONS_00085018	Gorilla	TCONS_00036547
Ortho19746	Human	TCONS_00085021	hsa_TCONS_00085021	Gorilla	TCONS_00036547
Ortho19747	Human	TCONS_00085017	hsa_TCONS_00085017	Gorilla	TCONS_00036548
Ortho19748	Human	TCONS_00085014	hsa_TCONS_00085014	Gorilla	TCONS_00036549
Ortho19749	Human	TCONS_00085018	hsa_TCONS_00085018	Gorilla	TCONS_00036550
Ortho19750	Human	TCONS_00085021	hsa_TCONS_00085021	Gorilla	TCONS_00036550
Ortho19751	Human	TCONS_00085014	hsa_TCONS_00085014	Gorilla	TCONS_00036552
Ortho19752	Human	TCONS_00085115	hsa_TCONS_00085115	Gorilla	TCONS_00036602
Ortho19753	Human	TCONS_00085280	hsa_TCONS_00085280	Gorilla	TCONS_00036703
Ortho19754	Human	TCONS_00085311	hsa_TCONS_00085311	Gorilla	TCONS_00036719
Ortho19755	Human	TCONS_00085526	hsa_TCONS_00085526	Gorilla	TCONS_00036841
Ortho19756	Human	TCONS_00085706	hsa_TCONS_00085706	Gorilla	TCONS_00036924
Ortho19757	Human	TCONS_00085722	hsa_TCONS_00085722	Gorilla	TCONS_00036934
Ortho19758	Human	TCONS_00085744	hsa_TCONS_00085744	Gorilla	TCONS_00036954
Ortho19759	Human	TCONS_00085745	hsa_TCONS_00085745	Gorilla	TCONS_00036954
Ortho19760	Human	TCONS_00085751	hsa_TCONS_00085751	Gorilla	TCONS_00036956
Ortho19761	Human	TCONS_00085793	hsa_TCONS_00085793	Gorilla	TCONS_00036972
Ortho19762	Human	TCONS_00009001	hsa_TCONS_00009001	Gorilla	TCONS_00036980
Ortho19763	Human	TCONS_00009002	hsa_TCONS_00009002	Gorilla	TCONS_00036980
Ortho19764	Human	TCONS_00085832	hsa_TCONS_00085832	Gorilla	TCONS_00036987
Ortho19765	Human	TCONS_00085857	hsa_TCONS_00085857	Gorilla	TCONS_00036995
Ortho19766	Human	TCONS_00085858	hsa_TCONS_00085858	Gorilla	TCONS_00036995
Ortho19767	Human	TCONS_00085857	hsa_TCONS_00085857	Gorilla	TCONS_00036996
Ortho19768	Human	TCONS_00085857	hsa_TCONS_00085857	Gorilla	TCONS_00036997
Ortho19769	Human	TCONS_00085864	hsa_TCONS_00085864	Gorilla	TCONS_00036998
Ortho19770	Human	TCONS_00085865	hsa_TCONS_00085865	Gorilla	TCONS_00036998
Ortho19771	Human	TCONS_00085864	hsa_TCONS_00085864	Gorilla	TCONS_00036999
Ortho19772	Human	TCONS_00085865	hsa_TCONS_00085865	Gorilla	TCONS_00036999
Ortho19773	Human	TCONS_00085864	hsa_TCONS_00085864	Gorilla	TCONS_00037000
Ortho19774	Human	TCONS_00085865	hsa_TCONS_00085865	Gorilla	TCONS_00037000
Ortho19775	Human	TCONS_00085922	hsa_TCONS_00085922	Gorilla	TCONS_00037035
Ortho19776	Human	TCONS_00085956	hsa_TCONS_00085956	Gorilla	TCONS_00037052
Ortho19777	Human	TCONS_00085962	hsa_TCONS_00085962	Gorilla	TCONS_00037055
Ortho19778	Human	TCONS_00085985	hsa_TCONS_00085985	Gorilla	TCONS_00037063
Ortho19779	Human	TCONS_00085988	hsa_TCONS_00085988	Gorilla	TCONS_00037063
Ortho19780	Human	TCONS_00085989	hsa_TCONS_00085989	Gorilla	TCONS_00037063
Ortho19781	Human	TCONS_00085991	hsa_TCONS_00085991	Gorilla	TCONS_00037063
Ortho19782	Human	TCONS_00085993	hsa_TCONS_00085993	Gorilla	TCONS_00037063
Ortho19783	Human	TCONS_00085981	hsa_TCONS_00085981	Gorilla	TCONS_00037064
Ortho19784	Human	TCONS_00085982	hsa_TCONS_00085982	Gorilla	TCONS_00037064
Ortho19785	Human	TCONS_00085984	hsa_TCONS_00085984	Gorilla	TCONS_00037064
Ortho19786	Human	TCONS_00085985	hsa_TCONS_00085985	Gorilla	TCONS_00037065
Ortho19787	Human	TCONS_00085988	hsa_TCONS_00085988	Gorilla	TCONS_00037065
Ortho19788	Human	TCONS_00085989	hsa_TCONS_00085989	Gorilla	TCONS_00037065
Ortho19789	Human	TCONS_00085991	hsa_TCONS_00085991	Gorilla	TCONS_00037065
Ortho19790	Human	TCONS_00085993	hsa_TCONS_00085993	Gorilla	TCONS_00037065
Ortho19791	Human	TCONS_00085985	hsa_TCONS_00085985	Gorilla	TCONS_00037066
Ortho19792	Human	TCONS_00085988	hsa_TCONS_00085988	Gorilla	TCONS_00037066
Ortho19793	Human	TCONS_00085989	hsa_TCONS_00085989	Gorilla	TCONS_00037066
Ortho19794	Human	TCONS_00085991	hsa_TCONS_00085991	Gorilla	TCONS_00037066
Ortho19795	Human	TCONS_00085993	hsa_TCONS_00085993	Gorilla	TCONS_00037066
Ortho19796	Human	TCONS_00085987	hsa_TCONS_00085987	Gorilla	TCONS_00037067
Ortho19797	Human	TCONS_00085994	hsa_TCONS_00085994	Gorilla	TCONS_00037068
Ortho19798	Human	TCONS_00086002	hsa_TCONS_00086002	Gorilla	TCONS_00037076
Ortho19799	Human	TCONS_00086007	hsa_TCONS_00086007	Gorilla	TCONS_00037078
Ortho19800	Human	TCONS_00086009	hsa_TCONS_00086009	Gorilla	TCONS_00037078
Ortho19801	Human	TCONS_00086010	hsa_TCONS_00086010	Gorilla	TCONS_00037078
Ortho19802	Human	TCONS_00083058	hsa_TCONS_00083058	Gorilla	TCONS_00037128
Ortho19803	Human	TCONS_00083059	hsa_TCONS_00083059	Gorilla	TCONS_00037128
Ortho19804	Human	TCONS_00083060	hsa_TCONS_00083060	Gorilla	TCONS_00037128
Ortho19805	Human	TCONS_00083061	hsa_TCONS_00083061	Gorilla	TCONS_00037128
Ortho19806	Human	TCONS_00086134	hsa_TCONS_00086134	Gorilla	TCONS_00037140
Ortho19807	Human	TCONS_00086199	hsa_TCONS_00086199	Gorilla	TCONS_00037175
Ortho19808	Human	TCONS_00086266	hsa_TCONS_00086266	Gorilla	TCONS_00037209
Ortho19809	Human	TCONS_00086285	hsa_TCONS_00086285	Gorilla	TCONS_00037219
Ortho19810	Human	TCONS_00086294	hsa_TCONS_00086294	Gorilla	TCONS_00037221
Ortho19811	Human	TCONS_00086295	hsa_TCONS_00086295	Gorilla	TCONS_00037221
Ortho19812	Human	TCONS_00086294	hsa_TCONS_00086294	Gorilla	TCONS_00037222
Ortho19813	Human	TCONS_00086295	hsa_TCONS_00086295	Gorilla	TCONS_00037222
Ortho19814	Human	TCONS_00086315	hsa_TCONS_00086315	Gorilla	TCONS_00037235
Ortho19815	Human	TCONS_00086319	hsa_TCONS_00086319	Gorilla	TCONS_00037235
Ortho19816	Human	TCONS_00086320	hsa_TCONS_00086320	Gorilla	TCONS_00037235
Ortho19817	Human	TCONS_00086315	hsa_TCONS_00086315	Gorilla	TCONS_00037236
Ortho19818	Human	TCONS_00086319	hsa_TCONS_00086319	Gorilla	TCONS_00037236
Ortho19819	Human	TCONS_00086320	hsa_TCONS_00086320	Gorilla	TCONS_00037236
Ortho19820	Human	TCONS_00086408	hsa_TCONS_00086408	Gorilla	TCONS_00037278
Ortho19821	Human	TCONS_00086479	hsa_TCONS_00086479	Gorilla	TCONS_00037312
Ortho19822	Human	TCONS_00086480	hsa_TCONS_00086480	Gorilla	TCONS_00037312
Ortho19823	Human	TCONS_00086527	hsa_TCONS_00086527	Gorilla	TCONS_00037341
Ortho19824	Human	TCONS_00086789	hsa_TCONS_00086789	Gorilla	TCONS_00037453
Ortho19825	Human	TCONS_00086818	hsa_TCONS_00086818	Gorilla	TCONS_00037463
Ortho19826	Human	TCONS_00086862	hsa_TCONS_00086862	Gorilla	TCONS_00037488
Ortho19827	Human	TCONS_00086863	hsa_TCONS_00086863	Gorilla	TCONS_00037488
Ortho19828	Human	TCONS_00086862	hsa_TCONS_00086862	Gorilla	TCONS_00037489
Ortho19829	Human	TCONS_00086863	hsa_TCONS_00086863	Gorilla	TCONS_00037489
Ortho19830	Human	TCONS_00086872	hsa_TCONS_00086872	Gorilla	TCONS_00037491
Ortho19831	Human	TCONS_00086950	hsa_TCONS_00086950	Gorilla	TCONS_00037529
Ortho19832	Human	TCONS_00086950	hsa_TCONS_00086950	Gorilla	TCONS_00037530
Ortho19833	Human	TCONS_00086950	hsa_TCONS_00086950	Gorilla	TCONS_00037531
Ortho19834	Human	TCONS_00087025	hsa_TCONS_00087025	Gorilla	TCONS_00037567
Ortho19835	Human	TCONS_00087026	hsa_TCONS_00087026	Gorilla	TCONS_00037567
Ortho19836	Human	TCONS_00087027	hsa_TCONS_00087027	Gorilla	TCONS_00037567
Ortho19837	Human	TCONS_00087025	hsa_TCONS_00087025	Gorilla	TCONS_00037568
Ortho19838	Human	TCONS_00087026	hsa_TCONS_00087026	Gorilla	TCONS_00037568
Ortho19839	Human	TCONS_00087027	hsa_TCONS_00087027	Gorilla	TCONS_00037568
Ortho19840	Human	TCONS_00087546	hsa_TCONS_00087546	Gorilla	TCONS_00037812
Ortho19841	Human	TCONS_00087547	hsa_TCONS_00087547	Gorilla	TCONS_00037812
Ortho19842	Human	TCONS_00087577	hsa_TCONS_00087577	Gorilla	TCONS_00037829
Ortho19843	Human	TCONS_00087693	hsa_TCONS_00087693	Gorilla	TCONS_00037893
Ortho19844	Human	TCONS_00087694	hsa_TCONS_00087694	Gorilla	TCONS_00037893
Ortho19845	Human	TCONS_00087693	hsa_TCONS_00087693	Gorilla	TCONS_00037894
Ortho19846	Human	TCONS_00087694	hsa_TCONS_00087694	Gorilla	TCONS_00037894
Ortho19847	Human	TCONS_00087693	hsa_TCONS_00087693	Gorilla	TCONS_00037895
Ortho19848	Human	TCONS_00087694	hsa_TCONS_00087694	Gorilla	TCONS_00037895
Ortho19849	Human	TCONS_00087723	hsa_TCONS_00087723	Gorilla	TCONS_00037915
Ortho19850	Human	TCONS_00087724	hsa_TCONS_00087724	Gorilla	TCONS_00037915
Ortho19851	Human	TCONS_00087725	hsa_TCONS_00087725	Gorilla	TCONS_00037915
Ortho19852	Human	TCONS_00087849	hsa_TCONS_00087849	Gorilla	TCONS_00037972
Ortho19853	Human	TCONS_00087895	hsa_TCONS_00087895	Gorilla	TCONS_00038000
Ortho19854	Human	TCONS_00087896	hsa_TCONS_00087896	Gorilla	TCONS_00038000
Ortho19855	Human	TCONS_00087917	hsa_TCONS_00087917	Gorilla	TCONS_00038011
Ortho19856	Human	TCONS_00087954	hsa_TCONS_00087954	Gorilla	TCONS_00038030
Ortho19857	Human	TCONS_00088013	hsa_TCONS_00088013	Gorilla	TCONS_00038053
Ortho19858	Human	TCONS_00088015	hsa_TCONS_00088015	Gorilla	TCONS_00038053
Ortho19859	Human	TCONS_00088016	hsa_TCONS_00088016	Gorilla	TCONS_00038053
Ortho19860	Human	TCONS_00088013	hsa_TCONS_00088013	Gorilla	TCONS_00038056
Ortho19861	Human	TCONS_00088013	hsa_TCONS_00088013	Gorilla	TCONS_00038057
Ortho19862	Human	TCONS_00088015	hsa_TCONS_00088015	Gorilla	TCONS_00038057
Ortho19863	Human	TCONS_00088016	hsa_TCONS_00088016	Gorilla	TCONS_00038057
Ortho19864	Human	TCONS_00088016	hsa_TCONS_00088016	Gorilla	TCONS_00038058
Ortho19865	Human	TCONS_00088085	hsa_TCONS_00088085	Gorilla	TCONS_00038086
Ortho19866	Human	TCONS_00088185	hsa_TCONS_00088185	Gorilla	TCONS_00038122
Ortho19867	Human	TCONS_00088187	hsa_TCONS_00088187	Gorilla	TCONS_00038122
Ortho19868	Human	TCONS_00088266	hsa_TCONS_00088266	Gorilla	TCONS_00038161
Ortho19869	Human	TCONS_00088336	hsa_TCONS_00088336	Gorilla	TCONS_00038186
Ortho19870	Human	TCONS_00088337	hsa_TCONS_00088337	Gorilla	TCONS_00038186
Ortho19871	Human	TCONS_00088392	hsa_TCONS_00088392	Gorilla	TCONS_00038226
Ortho19872	Human	TCONS_00088418	hsa_TCONS_00088418	Gorilla	TCONS_00038240
Ortho19873	Human	TCONS_00088419	hsa_TCONS_00088419	Gorilla	TCONS_00038240
Ortho19874	Human	TCONS_00088420	hsa_TCONS_00088420	Gorilla	TCONS_00038240
Ortho19875	Human	TCONS_00088530	hsa_TCONS_00088530	Gorilla	TCONS_00038296
Ortho19876	Human	TCONS_00088530	hsa_TCONS_00088530	Gorilla	TCONS_00038297
Ortho19877	Human	TCONS_00088530	hsa_TCONS_00088530	Gorilla	TCONS_00038298
Ortho19878	Human	TCONS_00088529	hsa_TCONS_00088529	Gorilla	TCONS_00038300
Ortho19879	Human	TCONS_00088530	hsa_TCONS_00088530	Gorilla	TCONS_00038300
Ortho19880	Human	TCONS_00088531	hsa_TCONS_00088531	Gorilla	TCONS_00038300
Ortho19881	Human	TCONS_00088534	hsa_TCONS_00088534	Gorilla	TCONS_00038302
Ortho19882	Human	TCONS_00088660	hsa_TCONS_00088660	Gorilla	TCONS_00038355
Ortho19883	Human	TCONS_00088723	hsa_TCONS_00088723	Gorilla	TCONS_00038377
Ortho19884	Human	TCONS_00088724	hsa_TCONS_00088724	Gorilla	TCONS_00038377
Ortho19885	Human	TCONS_00088723	hsa_TCONS_00088723	Gorilla	TCONS_00038378
Ortho19886	Human	TCONS_00088724	hsa_TCONS_00088724	Gorilla	TCONS_00038378
Ortho19887	Human	TCONS_00088728	hsa_TCONS_00088728	Gorilla	TCONS_00038383
Ortho19888	Human	TCONS_00088853	hsa_TCONS_00088853	Gorilla	TCONS_00038438
Ortho19889	Human	TCONS_00088961	hsa_TCONS_00088961	Gorilla	TCONS_00038485
Ortho19890	Human	TCONS_00088817	hsa_TCONS_00088817	Gorilla	TCONS_00038518
Ortho19891	Human	TCONS_00089038	hsa_TCONS_00089038	Gorilla	TCONS_00038521
Ortho19892	Human	TCONS_00089038	hsa_TCONS_00089038	Gorilla	TCONS_00038523
Ortho19893	Human	TCONS_00089097	hsa_TCONS_00089097	Gorilla	TCONS_00038546
Ortho19894	Human	TCONS_00089261	hsa_TCONS_00089261	Gorilla	TCONS_00038618
Ortho19895	Human	TCONS_00083058	hsa_TCONS_00083058	Gorilla	TCONS_00038625
Ortho19896	Human	TCONS_00083059	hsa_TCONS_00083059	Gorilla	TCONS_00038625
Ortho19897	Human	TCONS_00083060	hsa_TCONS_00083060	Gorilla	TCONS_00038625
Ortho19898	Human	TCONS_00083061	hsa_TCONS_00083061	Gorilla	TCONS_00038625
Ortho19899	Human	TCONS_00089299	hsa_TCONS_00089299	Gorilla	TCONS_00038636
Ortho19900	Human	TCONS_00089521	hsa_TCONS_00089521	Gorilla	TCONS_00038722
Ortho19901	Human	TCONS_00089620	hsa_TCONS_00089620	Gorilla	TCONS_00038767
Ortho19902	Human	TCONS_00089621	hsa_TCONS_00089621	Gorilla	TCONS_00038767
Ortho19903	Human	TCONS_00089620	hsa_TCONS_00089620	Gorilla	TCONS_00038768
Ortho19904	Human	TCONS_00089621	hsa_TCONS_00089621	Gorilla	TCONS_00038768
Ortho19905	Human	TCONS_00089699	hsa_TCONS_00089699	Gorilla	TCONS_00038805
Ortho19906	Human	TCONS_00089700	hsa_TCONS_00089700	Gorilla	TCONS_00038805
Ortho19907	Human	TCONS_00089840	hsa_TCONS_00089840	Gorilla	TCONS_00038881
Ortho19908	Human	TCONS_00089863	hsa_TCONS_00089863	Gorilla	TCONS_00038886
Ortho19909	Human	TCONS_00089864	hsa_TCONS_00089864	Gorilla	TCONS_00038888
Ortho19910	Human	TCONS_00089865	hsa_TCONS_00089865	Gorilla	TCONS_00038888
Ortho19911	Human	TCONS_00089874	hsa_TCONS_00089874	Gorilla	TCONS_00038892
Ortho19912	Human	TCONS_00093536	hsa_TCONS_00093536	Gorilla	TCONS_00038939
Ortho19913	Human	TCONS_00089992	hsa_TCONS_00089992	Gorilla	TCONS_00038959
Ortho19914	Human	TCONS_00089993	hsa_TCONS_00089993	Gorilla	TCONS_00038960
Ortho19915	Human	TCONS_00089994	hsa_TCONS_00089994	Gorilla	TCONS_00038960
Ortho19916	Human	TCONS_00089993	hsa_TCONS_00089993	Gorilla	TCONS_00038961
Ortho19917	Human	TCONS_00089994	hsa_TCONS_00089994	Gorilla	TCONS_00038961
Ortho19918	Human	TCONS_00090003	hsa_TCONS_00090003	Gorilla	TCONS_00038968
Ortho19919	Human	TCONS_00089992	hsa_TCONS_00089992	Gorilla	TCONS_00038972
Ortho19920	Human	TCONS_00089993	hsa_TCONS_00089993	Gorilla	TCONS_00038973
Ortho19921	Human	TCONS_00089994	hsa_TCONS_00089994	Gorilla	TCONS_00038973
Ortho19922	Human	TCONS_00089993	hsa_TCONS_00089993	Gorilla	TCONS_00038974
Ortho19923	Human	TCONS_00089994	hsa_TCONS_00089994	Gorilla	TCONS_00038974
Ortho19924	Human	TCONS_00093315	hsa_TCONS_00093315	Gorilla	TCONS_00039077
Ortho19925	Human	TCONS_00093316	hsa_TCONS_00093316	Gorilla	TCONS_00039077
Ortho19926	Human	TCONS_00074361	hsa_TCONS_00074361	Gorilla	TCONS_00039190
Ortho19927	Human	TCONS_00094215	hsa_TCONS_00094215	Gorilla	TCONS_00039191
Ortho19928	Human	TCONS_00092934	hsa_TCONS_00092934	Gorilla	TCONS_00039247
Ortho19929	Human	TCONS_00092935	hsa_TCONS_00092935	Gorilla	TCONS_00039247
Ortho19930	Human	TCONS_00092896	hsa_TCONS_00092896	Gorilla	TCONS_00039262
Ortho19931	Human	TCONS_00092887	hsa_TCONS_00092887	Gorilla	TCONS_00039264
Ortho19932	Human	TCONS_00090906	hsa_TCONS_00090906	Gorilla	TCONS_00039348
Ortho19933	Human	TCONS_00091035	hsa_TCONS_00091035	Gorilla	TCONS_00039401
Ortho19934	Human	TCONS_00091036	hsa_TCONS_00091036	Gorilla	TCONS_00039401
Ortho19935	Human	TCONS_00091037	hsa_TCONS_00091037	Gorilla	TCONS_00039401
Ortho19936	Human	TCONS_00042801	hsa_TCONS_00042801	Gorilla	TCONS_00039415
Ortho19937	Human	TCONS_00042801	hsa_TCONS_00042801	Gorilla	TCONS_00039416
Ortho19938	Human	TCONS_00091608	hsa_TCONS_00091608	Gorilla	TCONS_00039663
Ortho19939	Human	TCONS_00091635	hsa_TCONS_00091635	Gorilla	TCONS_00039675
Ortho19940	Human	TCONS_00092145	hsa_TCONS_00092145	Gorilla	TCONS_00039908
Ortho19941	Human	TCONS_00092146	hsa_TCONS_00092146	Gorilla	TCONS_00039908
Ortho19942	Human	TCONS_00090816	hsa_TCONS_00090816	Gorilla	TCONS_00039932
Ortho19943	Human	TCONS_00090817	hsa_TCONS_00090817	Gorilla	TCONS_00039932
Ortho19944	Human	TCONS_00092223	hsa_TCONS_00092223	Gorilla	TCONS_00039940
Ortho19945	Human	TCONS_00092419	hsa_TCONS_00092419	Gorilla	TCONS_00040020
Ortho19946	Human	TCONS_00092420	hsa_TCONS_00092420	Gorilla	TCONS_00040020
Ortho19947	Human	TCONS_00092421	hsa_TCONS_00092421	Gorilla	TCONS_00040020
Ortho19948	Human	TCONS_00092422	hsa_TCONS_00092422	Gorilla	TCONS_00040020
Ortho19949	Human	TCONS_00092423	hsa_TCONS_00092423	Gorilla	TCONS_00040020
Ortho19950	Human	TCONS_00092424	hsa_TCONS_00092424	Gorilla	TCONS_00040020
Ortho19951	Human	TCONS_00092426	hsa_TCONS_00092426	Gorilla	TCONS_00040020
Ortho19952	Human	TCONS_00092427	hsa_TCONS_00092427	Gorilla	TCONS_00040020
Ortho19953	Human	TCONS_00092419	hsa_TCONS_00092419	Gorilla	TCONS_00040021
Ortho19954	Human	TCONS_00092420	hsa_TCONS_00092420	Gorilla	TCONS_00040021
Ortho19955	Human	TCONS_00092421	hsa_TCONS_00092421	Gorilla	TCONS_00040021
Ortho19956	Human	TCONS_00092422	hsa_TCONS_00092422	Gorilla	TCONS_00040021
Ortho19957	Human	TCONS_00092423	hsa_TCONS_00092423	Gorilla	TCONS_00040021
Ortho19958	Human	TCONS_00092424	hsa_TCONS_00092424	Gorilla	TCONS_00040021
Ortho19959	Human	TCONS_00092426	hsa_TCONS_00092426	Gorilla	TCONS_00040021
Ortho19960	Human	TCONS_00092419	hsa_TCONS_00092419	Gorilla	TCONS_00040022
Ortho19961	Human	TCONS_00092420	hsa_TCONS_00092420	Gorilla	TCONS_00040022
Ortho19962	Human	TCONS_00092421	hsa_TCONS_00092421	Gorilla	TCONS_00040022
Ortho19963	Human	TCONS_00092422	hsa_TCONS_00092422	Gorilla	TCONS_00040022
Ortho19964	Human	TCONS_00092423	hsa_TCONS_00092423	Gorilla	TCONS_00040022
Ortho19965	Human	TCONS_00092424	hsa_TCONS_00092424	Gorilla	TCONS_00040022
Ortho19966	Human	TCONS_00092421	hsa_TCONS_00092421	Gorilla	TCONS_00040023
Ortho19967	Human	TCONS_00092426	hsa_TCONS_00092426	Gorilla	TCONS_00040023
Ortho19968	Human	TCONS_00092427	hsa_TCONS_00092427	Gorilla	TCONS_00040023
Ortho19969	Human	TCONS_00092419	hsa_TCONS_00092419	Gorilla	TCONS_00040024
Ortho19970	Human	TCONS_00092420	hsa_TCONS_00092420	Gorilla	TCONS_00040024
Ortho19971	Human	TCONS_00092421	hsa_TCONS_00092421	Gorilla	TCONS_00040024
Ortho19972	Human	TCONS_00092422	hsa_TCONS_00092422	Gorilla	TCONS_00040024
